lab,subid,order,trial_type,stimulus,trial_num,looking_time_s,trial_error,trial_error_type,looking_time_diff,total_center,enabled_diff
Ziedler - Kenya,MBKENYK0030,2,IDS,ids1,2,1.862,NA,NA,10.283,1.862,4.387
Ziedler - Kenya,MBKENYK0030,2,ADS,ads2,3,0.76,NA,NA,7.981,0.76,3.516
Ziedler - Kenya,MBKENYK0030,2,IDS,ids2,4,1.79,NA,NA,12.627,1.79,4.032
Ziedler - Kenya,MBKENYK0030,2,IDS,ids3,5,8.373,NA,NA,15.194,8.373,12.466
Ziedler - Kenya,MBKENYK0030,2,ADS,ads3,6,1.939,NA,NA,9.929,1.939,4.231
Ziedler - Kenya,MBKENYK0030,2,ADS,ads4,7,3.655,NA,NA,14.617,3.655,7.611
Ziedler - Kenya,MBKENYK0030,2,IDS,ids4,8,5.897,NA,NA,9.838,5.897,8.196
Ziedler - Kenya,MBKENYK0030,2,IDS,ids5,9,1.329,NA,NA,4.816,1.329,3.71
Ziedler - Kenya,MBKENYK0030,2,ADS,ads5,10,1.351,NA,NA,5.42,1.351,3.658
Ziedler - Kenya,MBKENYK0030,2,IDS,ids6,11,2.074,NA,NA,5.506,2.074,4.298
Ziedler - Kenya,MBKENYK0030,2,ADS,ads6,12,1.043,NA,NA,9.768,1.043,3.266
Ziedler - Kenya,MBKENYK0030,2,ADS,ads7,13,12.052,NA,NA,15.038,12.052,14.404
Ziedler - Kenya,MBKENYK0030,2,IDS,ids7,14,2.155,NA,NA,5.965,2.155,4.557
Ziedler - Kenya,MBKENYK0030,2,IDS,ids8,15,2.704,NA,NA,6.067,2.704,5.026
Ziedler - Kenya,MBKENYK0030,2,ADS,ads8,16,4.021,NA,NA,7.891,4.021,6.381
Ziedler - Kenya,MBKENYK0031,3,IDS,ids5,1,3.139,NA,NA,8.932,3.139,5.415
Ziedler - Kenya,MBKENYK0031,3,ADS,ads5,2,5.55,NA,NA,9.773,5.55,7.84
Ziedler - Kenya,MBKENYK0031,3,ADS,ads7,3,6.953,NA,NA,15.672,6.953,9.352
Ziedler - Kenya,MBKENYK0031,3,IDS,ids7,4,3.207,NA,NA,9.959,3.207,7.683
Ziedler - Kenya,MBKENYK0031,3,ADS,ads1,5,13.903,NA,NA,19.351,13.903,16.44
Ziedler - Kenya,MBKENYK0031,3,IDS,ids1,6,2.218,NA,NA,8.713,2.218,6.56
Ziedler - Kenya,MBKENYK0031,3,ADS,ads3,7,2.173,NA,NA,8.084,2.173,4.721
Ziedler - Kenya,MBKENYK0031,3,IDS,ids3,8,6.552,NA,NA,10.258,6.552,8.83
Ziedler - Kenya,MBKENYK0031,3,ADS,ads2,9,7.786,NA,NA,18.556,7.786,10.063
Ziedler - Kenya,MBKENYK0031,3,IDS,ids2,10,8.159,NA,NA,11.786,8.159,10.347
Ziedler - Kenya,MBKENYK0031,3,IDS,ids4,11,2.398,NA,NA,11.274,2.398,5.816
Ziedler - Kenya,MBKENYK0031,3,ADS,ads4,12,4.023,NA,NA,7.479,4.023,6.228
Ziedler - Kenya,MBKENYK0031,3,IDS,ids6,13,2.553,NA,NA,13.466,2.553,5.963
Ziedler - Kenya,MBKENYK0031,3,ADS,ads6,14,2.06,NA,NA,6.1,2.06,4.403
Ziedler - Kenya,MBKENYK0031,3,IDS,ids8,15,4.734,NA,NA,8.464,4.734,6.948
Ziedler - Kenya,MBKENYK0031,3,ADS,ads8,16,1.06,NA,NA,10.432,1.06,3.279
Ziedler - Kenya,MBKENYK0032,4,ADS,ads5,1,7.814,NA,NA,16.244,7.814,13.059
Ziedler - Kenya,MBKENYK0032,4,IDS,ids5,2,8.348,NA,NA,11.929,8.348,10.751
Ziedler - Kenya,MBKENYK0032,4,IDS,ids7,3,11.48,NA,NA,22.133,11.48,17.015
Ziedler - Kenya,MBKENYK0032,4,ADS,ads7,4,10.925,NA,NA,14.824,10.925,13.509
Ziedler - Kenya,MBKENYK0032,4,IDS,ids1,5,3.397,NA,NA,6.969,3.397,5.515
Ziedler - Kenya,MBKENYK0032,4,ADS,ads1,6,4.915,NA,NA,9.719,4.915,7.406
Ziedler - Kenya,MBKENYK0032,4,IDS,ids3,7,5.347,NA,NA,10.149,5.347,7.769
Ziedler - Kenya,MBKENYK0032,4,ADS,ads3,8,6.002,NA,NA,10.683,6.002,8.237
Ziedler - Kenya,MBKENYK0032,4,IDS,ids2,9,0.886,NA,NA,5.188,0.886,3.734
Ziedler - Kenya,MBKENYK0032,4,ADS,ads2,10,6.892,NA,NA,11.553,6.892,9.423
Ziedler - Kenya,MBKENYK0032,4,ADS,ads4,11,9.704,NA,NA,17.09,9.704,12.115
Ziedler - Kenya,MBKENYK0032,4,IDS,ids4,12,2.888,NA,NA,7.864,2.888,5.511
Ziedler - Kenya,MBKENYK0032,4,ADS,ads6,13,7.391,NA,NA,12.179,7.391,9.814
Ziedler - Kenya,MBKENYK0032,4,IDS,ids6,14,4.954,NA,NA,9.742,4.954,7.324
Ziedler - Kenya,MBKENYK0032,4,ADS,ads8,15,6.718,NA,NA,13.339,6.718,10.748
Ziedler - Kenya,MBKENYK0032,4,IDS,ids8,16,5.226,NA,NA,9.977,5.226,8.37
Ziedler - Kenya,MBKENYK0033,1,IDS,ids1,1,2.28,NA,NA,7.066,2.28,4.533
Ziedler - Kenya,MBKENYK0033,1,ADS,ads1,2,1.312,NA,NA,5.169,1.312,3.682
Ziedler - Kenya,MBKENYK0033,1,IDS,ids2,3,6.92,NA,NA,18.682,6.92,10.522
Ziedler - Kenya,MBKENYK0033,1,ADS,ads2,4,1.728,NA,NA,6.247,1.728,4.367
Ziedler - Kenya,MBKENYK0033,1,ADS,ads3,5,2.125,NA,NA,6.235,2.125,4.605
Ziedler - Kenya,MBKENYK0033,1,IDS,ids3,6,3.55,NA,NA,7.03,3.55,5.795
Ziedler - Kenya,MBKENYK0033,1,IDS,ids4,7,2.034,NA,NA,5.877,2.034,4.204
Ziedler - Kenya,MBKENYK0033,1,ADS,ads4,8,4.5,NA,NA,9.741,4.5,8.409
Ziedler - Kenya,MBKENYK0033,1,ADS,ads5,9,1.573,NA,NA,8.976,1.573,3.955
Ziedler - Kenya,MBKENYK0033,1,IDS,ids5,10,1.622,NA,NA,6.528,1.622,3.722
Ziedler - Kenya,MBKENYK0033,1,ADS,ads6,11,2.724,NA,NA,7.184,2.724,5.879
Ziedler - Kenya,MBKENYK0033,1,IDS,ids6,12,0.405,NA,NA,4,0.405,2.677
Ziedler - Kenya,MBKENYK0033,1,IDS,ids7,13,2.658,NA,NA,6.847,2.658,5.007
Ziedler - Kenya,MBKENYK0033,1,ADS,ads7,14,5.58,NA,NA,9.977,5.58,7.806
Ziedler - Kenya,MBKENYK0033,1,ADS,ads8,15,2.67,NA,NA,10.489,2.67,4.999
Ziedler - Kenya,MBKENYK0033,1,IDS,ids8,16,1.739,NA,NA,14.074,1.739,3.858
Ziedler - Kenya,MBKENYK0033B,1,IDS,ids1,1,11.397,NA,NA,15.072,11.397,13.836
Ziedler - Kenya,MBKENYK0033B,1,ADS,ads1,2,11.282,NA,NA,14.991,11.282,14.267
Ziedler - Kenya,MBKENYK0033B,1,IDS,ids2,3,7.35,NA,NA,16.029,7.35,14.273
Ziedler - Kenya,MBKENYK0033B,1,ADS,ads2,4,5.325,NA,NA,10.781,5.325,9.032
Ziedler - Kenya,MBKENYK0033B,1,ADS,ads3,5,17.127,NA,NA,20.06,17.127,18.001
Ziedler - Kenya,MBKENYK0033B,1,IDS,ids3,6,14.376,NA,NA,19.752,14.376,18
Ziedler - Kenya,MBKENYK0033B,1,IDS,ids4,7,8.926,NA,NA,13.505,8.926,11.326
Ziedler - Kenya,MBKENYK0033B,1,ADS,ads4,8,14.953,NA,NA,19.899,14.953,18
Ziedler - Kenya,MBKENYK0033B,1,ADS,ads5,9,5.941,NA,NA,10.228,5.941,8.237
Ziedler - Kenya,MBKENYK0033B,1,IDS,ids5,10,5.259,NA,NA,9.143,5.259,7.657
Ziedler - Kenya,MBKENYK0033B,1,ADS,ads6,11,4.286,NA,NA,9.496,4.286,7.816
Ziedler - Kenya,MBKENYK0033B,1,IDS,ids6,12,3.342,NA,NA,7.386,3.342,5.656
Ziedler - Kenya,MBKENYK0033B,1,IDS,ids7,13,1.65,NA,NA,6.389,1.65,4.075
Ziedler - Kenya,MBKENYK0033B,1,ADS,ads7,14,2.05,NA,NA,6.23,2.05,4.315
Ziedler - Kenya,MBKENYK0033B,1,ADS,ads8,15,1.666,NA,NA,7.496,1.666,4.084
Ziedler - Kenya,MBKENYK0033B,1,IDS,ids8,16,2.331,NA,NA,9.456,2.331,5.315
Ziedler - Kenya,MBKENYK0034,2,ADS,ads1,1,3.613,NA,NA,7.023,3.613,5.878
Ziedler - Kenya,MBKENYK0034,2,IDS,ids1,2,3.521,NA,NA,7.353,3.521,5.938
Ziedler - Kenya,MBKENYK0034,2,ADS,ads2,3,3.649,NA,NA,7.418,3.649,6.161
Ziedler - Kenya,MBKENYK0034,2,IDS,ids2,4,15.89,NA,NA,21.111,15.89,18.001
Ziedler - Kenya,MBKENYK0034,2,IDS,ids3,5,6.459,NA,NA,11.069,6.459,9.399
Ziedler - Kenya,MBKENYK0034,2,ADS,ads3,6,1.965,NA,NA,7.248,1.965,4.282
Ziedler - Kenya,MBKENYK0034,2,ADS,ads4,7,6.526,NA,NA,12.287,6.526,8.76
Ziedler - Kenya,MBKENYK0034,2,IDS,ids4,8,4.01,NA,NA,8.706,4.01,6.498
Ziedler - Kenya,MBKENYK0034,2,IDS,ids5,9,1.749,NA,NA,7.649,1.749,4.259
Ziedler - Kenya,MBKENYK0034,2,ADS,ads5,10,2.979,NA,NA,9.145,2.979,7.344
Ziedler - Kenya,MBKENYK0034,2,IDS,ids6,11,1.453,NA,NA,6.093,1.453,3.715
Ziedler - Kenya,MBKENYK0034,2,ADS,ads6,12,3.655,NA,NA,9.2,3.655,5.953
Ziedler - Kenya,MBKENYK0034,2,ADS,ads7,13,2.012,NA,NA,6.449,2.012,4.164
Ziedler - Kenya,MBKENYK0034,2,IDS,ids7,14,1.863,NA,NA,6.746,1.863,4.126
Ziedler - Kenya,MBKENYK0034,2,IDS,ids8,15,3.154,NA,NA,6.504,3.154,5.492
Ziedler - Kenya,MBKENYK0034,2,ADS,ads8,16,3.379,NA,NA,10.143,3.379,7.243
Ziedler - Kenya,MBKENYK0035,3,IDS,ids5,1,5.204,NA,NA,12.333,5.204,9.995
Ziedler - Kenya,MBKENYK0035,3,ADS,ads5,2,4.591,NA,NA,9.364,4.591,7.977
Ziedler - Kenya,MBKENYK0035,3,ADS,ads7,3,11.36,NA,NA,19.283,11.36,18
Ziedler - Kenya,MBKENYK0035,3,IDS,ids7,4,3.383,NA,NA,9.427,3.383,5.67
Ziedler - Kenya,MBKENYK0035,3,ADS,ads1,5,3.296,NA,NA,9.002,3.296,5.549
Ziedler - Kenya,MBKENYK0035,3,IDS,ids1,6,5.731,NA,NA,14.583,5.731,10.951
Ziedler - Kenya,MBKENYK0035,3,ADS,ads3,7,1.866,NA,NA,10.801,1.866,3.993
Ziedler - Kenya,MBKENYK0035,3,IDS,ids3,8,2.086,NA,NA,7.607,2.086,5.795
Ziedler - Kenya,MBKENYK0035,3,ADS,ads2,9,1.731,NA,NA,6.586,1.731,4.118
Ziedler - Kenya,MBKENYK0035,3,IDS,ids2,10,1.354,NA,NA,6.205,1.354,3.677
Ziedler - Kenya,MBKENYK0035,3,IDS,ids4,11,1.912,NA,NA,8.179,1.912,4.069
Ziedler - Kenya,MBKENYK0035,3,ADS,ads4,12,1.458,NA,NA,5.243,1.458,3.705
Ziedler - Kenya,MBKENYK0035,3,IDS,ids6,13,0.75,NA,NA,9.497,0.75,2.862
Ziedler - Kenya,MBKENYK0035,3,ADS,ads6,14,1.114,NA,NA,6.127,1.114,3.322
Ziedler - Kenya,MBKENYK0035,3,IDS,ids8,15,1.272,NA,NA,4.221,1.272,3.393
Ziedler - Kenya,MBKENYK0035,3,ADS,ads8,16,2.132,NA,NA,6.564,2.132,4.518
Ziedler - Kenya,MBKENYK0037,4,ADS,ads5,1,5.377,NA,NA,9.704,5.377,8.021
Ziedler - Kenya,MBKENYK0037,4,IDS,ids5,2,6.422,NA,NA,15.449,6.422,8.805
Ziedler - Kenya,MBKENYK0037,4,IDS,ids7,3,2.043,NA,NA,6.345,2.043,4.471
Ziedler - Kenya,MBKENYK0037,4,ADS,ads7,4,5.213,NA,NA,9.146,5.213,7.581
Ziedler - Kenya,MBKENYK0037,4,IDS,ids1,5,2.743,NA,NA,7.511,2.743,4.914
Ziedler - Kenya,MBKENYK0037,4,ADS,ads1,6,3.729,NA,NA,8.631,3.729,6.015
Ziedler - Kenya,MBKENYK0037,4,IDS,ids3,7,2.743,NA,NA,6.502,2.743,4.945
Ziedler - Kenya,MBKENYK0037,4,ADS,ads3,8,3.61,NA,NA,8.447,3.61,6.372
Ziedler - Kenya,MBKENYK0037,4,IDS,ids2,9,2.864,NA,NA,7.245,2.864,5.078
Ziedler - Kenya,MBKENYK0037,4,ADS,ads2,10,0.804,NA,NA,4.554,0.804,2.992
Ziedler - Kenya,MBKENYK0037,4,ADS,ads4,11,5.765,NA,NA,9.839,5.765,8.276
Ziedler - Kenya,MBKENYK0037,4,IDS,ids4,12,1.822,NA,NA,6.23,1.822,4.003
Ziedler - Kenya,MBKENYK0037,4,ADS,ads6,13,1.072,NA,NA,4.929,1.072,3.277
Ziedler - Kenya,MBKENYK0037,4,IDS,ids6,14,1.258,NA,NA,7.653,1.258,3.484
Ziedler - Kenya,MBKENYK0037,4,ADS,ads8,15,1.48,NA,NA,9.417,1.48,3.78
Ziedler - Kenya,MBKENYK0037,4,IDS,ids8,16,2.015,NA,NA,9.004,2.015,4.27
Ziedler - Kenya,MBKENYK0038,1,IDS,ids1,1,4.668,NA,NA,8.454,4.668,6.851
Ziedler - Kenya,MBKENYK0038,1,ADS,ads1,2,1.584,NA,NA,5.535,1.584,3.883
Ziedler - Kenya,MBKENYK0038,1,IDS,ids2,3,3.071,NA,NA,8.32,3.071,7.317
Ziedler - Kenya,MBKENYK0038,1,ADS,ads2,4,1.572,NA,NA,6.78,1.572,5.293
Ziedler - Kenya,MBKENYK0038,1,ADS,ads3,5,1.506,NA,NA,10.097,1.506,4.165
Ziedler - Kenya,MBKENYK0038,1,IDS,ids3,6,3.245,NA,NA,8.484,3.245,5.398
Ziedler - Kenya,MBKENYK0038,1,IDS,ids4,7,3.702,NA,NA,9.715,3.702,6.065
Ziedler - Kenya,MBKENYK0038,1,ADS,ads4,8,0.436,NA,NA,4.366,0.436,2.791
Ziedler - Kenya,MBKENYK0038,1,ADS,ads5,9,1.122,NA,NA,6.293,1.122,3.89
Ziedler - Kenya,MBKENYK0038,1,IDS,ids5,10,0.203,NA,NA,12.344,0.203,2.503
Ziedler - Kenya,MBKENYK0038,1,ADS,ads6,11,2.28,NA,NA,6.807,2.28,4.504
Ziedler - Kenya,MBKENYK0038,1,IDS,ids6,12,1.924,NA,NA,6.622,1.924,4.098
Ziedler - Kenya,MBKENYK0038,1,IDS,ids7,13,1.764,NA,NA,10.383,1.764,3.899
Ziedler - Kenya,MBKENYK0038,1,ADS,ads7,14,0.949,NA,NA,5.739,0.949,3.12
Ziedler - Kenya,MBKENYK0038,1,ADS,ads8,15,2.991,NA,NA,10.066,2.991,5.191
Ziedler - Kenya,MBKENYK0038,1,IDS,ids8,16,1.757,NA,NA,5.531,1.757,4.079
Ziedler - Kenya,MKKENYK0005,1,IDS,ids1,1,13.854,NA,NA,19.271,13.854,18
Ziedler - Kenya,MKKENYK0005,1,ADS,ads1,2,9.72,NA,NA,15.552,9.72,14.477
Ziedler - Kenya,MKKENYK0005,1,IDS,ids2,3,14.932,NA,NA,19.076,14.932,18
Ziedler - Kenya,MKKENYK0005,1,ADS,ads2,4,6.391,NA,NA,11.725,6.391,10.392
Ziedler - Kenya,MKKENYK0005,1,ADS,ads3,5,11.254,NA,NA,19.216,11.254,18
Ziedler - Kenya,MKKENYK0005,1,IDS,ids3,6,12.06,NA,NA,19.958,12.06,18
Ziedler - Kenya,MKKENYK0005,1,IDS,ids4,7,5.344,NA,NA,9.362,5.344,7.6
Ziedler - Kenya,MKKENYK0005,1,ADS,ads4,8,6.116,NA,NA,10.185,6.116,9.001
Ziedler - Kenya,MKKENYK0005,1,ADS,ads5,9,4.561,NA,NA,7.831,4.561,6.815
Ziedler - Kenya,MKKENYK0005,1,IDS,ids5,10,3.353,NA,NA,6.847,3.353,5.636
Ziedler - Kenya,MKKENYK0005,1,ADS,ads6,11,13.905,NA,NA,19.267,13.905,18
Ziedler - Kenya,MKKENYK0005,1,IDS,ids6,12,2.831,NA,NA,6.334,2.831,5.135
Ziedler - Kenya,MKKENYK0005,1,IDS,ids7,13,12.023,NA,NA,19.266,12.023,18.001
Ziedler - Kenya,MKKENYK0005,1,ADS,ads7,14,7.39,NA,NA,13.666,7.39,11.573
Ziedler - Kenya,MKKENYK0005,1,ADS,ads8,15,3.145,NA,NA,6.751,3.145,5.395
Ziedler - Kenya,MKKENYK0005,1,IDS,ids8,16,4.37,NA,NA,7.968,4.37,6.727
Ziedler - Kenya,MNKENYK0011,3,IDS,ids5,1,4.41,NA,NA,8.801,4.41,7.128
Ziedler - Kenya,MNKENYK0011,3,ADS,ads5,2,10.823,NA,NA,15.359,10.823,14.23
Ziedler - Kenya,MNKENYK0011,3,ADS,ads7,3,7.498,NA,NA,11.161,7.498,10.402
Ziedler - Kenya,MNKENYK0011,3,IDS,ids7,4,3.159,NA,NA,9.995,3.159,5.389
Ziedler - Kenya,MNKENYK0011,3,ADS,ads1,5,3.504,NA,NA,7.368,3.504,5.687
Ziedler - Kenya,MNKENYK0011,3,IDS,ids1,6,5.988,NA,NA,10.584,5.988,8.204
Ziedler - Kenya,MNKENYK0011,3,ADS,ads3,7,1.442,NA,NA,5.048,1.442,3.689
Ziedler - Kenya,MNKENYK0011,3,IDS,ids3,8,5.014,NA,NA,8.096,5.014,7.26
Ziedler - Kenya,MNKENYK0011,3,ADS,ads2,9,6.087,NA,NA,9.412,6.087,8.324
Ziedler - Kenya,MNKENYK0011,3,IDS,ids2,10,4.999,NA,NA,8.132,4.999,7.231
Ziedler - Kenya,MNKENYK0011,3,IDS,ids4,11,1.44,NA,NA,5.396,1.44,3.612
Ziedler - Kenya,MNKENYK0011,3,ADS,ads4,12,1.137,NA,NA,4.971,1.137,3.35
Ziedler - Kenya,MNKENYK0011,3,IDS,ids6,13,2.603,NA,NA,9.884,2.603,4.787
Ziedler - Kenya,MNKENYK0011,3,ADS,ads6,14,2.155,NA,NA,5.864,2.155,4.408
Ziedler - Kenya,MNKENYK0011,3,IDS,ids8,15,3.249,NA,NA,6.751,3.249,5.445
Ziedler - Kenya,MNKENYK0011,3,ADS,ads8,16,2.104,NA,NA,5.745,2.104,4.492
Ndhambi - South Africa,RSA030,4,IDS,ids5,1,15.358,NA,NA,22.193,15.358,18
Ndhambi - South Africa,RSA030,4,IDS,ids6,2,9.875,NA,NA,13.264,9.875,11.999
Ndhambi - South Africa,RSA030,4,ADS,ads5,3,6.24,NA,NA,11.535,6.24,10.334
Ndhambi - South Africa,RSA030,4,IDS,ids2,4,11.694,NA,NA,16.846,11.694,15.859
Ndhambi - South Africa,RSA030,4,ADS,ads3,5,12.741,NA,NA,15.878,12.741,14.82
Ndhambi - South Africa,RSA030,4,IDS,ids7,6,3.491,NA,NA,13.538,3.491,5.542
Ndhambi - South Africa,RSA030,4,IDS,ids7,7,4.374,NA,NA,8.218,4.374,6.404
Ndhambi - South Africa,RSA030,4,ADS,ads7,8,1.632,NA,NA,5.168,1.632,3.871
Ndhambi - South Africa,RSA030,4,IDS,ids4,9,7.323,NA,NA,11.7,7.323,9.511
Ndhambi - South Africa,RSA030,4,ADS,ads6,10,4.917,NA,NA,9.176,4.917,7.08
Ndhambi - South Africa,RSA030,4,ADS,ads3,11,5.043,NA,NA,11.478,5.043,7.12
Ndhambi - South Africa,RSA030,4,IDS,ids5,12,5.529,NA,NA,12.643,5.529,7.945
Ndhambi - South Africa,RSA030,4,IDS,ids1,13,7.114,NA,NA,13.702,7.114,9.235
Ndhambi - South Africa,RSA030,4,ADS,ads1,14,6.029,NA,NA,11.799,6.029,8.079
Ndhambi - South Africa,RSA030,4,ADS,ads1,15,15.774,NA,NA,21.933,15.774,17.999
Ndhambi - South Africa,RSA030,4,IDS,ids6,16,5.237,NA,NA,8.27,5.237,7.407
Ndhambi - South Africa,RSA030,4,IDS,ids6,17,12.873,NA,NA,17.048,12.873,14.943
Ndhambi - South Africa,RSA030,4,IDS,ids8,18,8.634,NA,NA,13.9,8.634,10.692
Ndhambi - South Africa,RSAMB0004,4,ADS,ads8,1,13.867,NA,NA,21.586,13.867,15.972
Ndhambi - South Africa,RSAMB0004,4,IDS,ids5,2,3.266,NA,NA,9.293,3.266,5.4
Ndhambi - South Africa,RSAMB0004,4,IDS,ids4,3,6.575,NA,NA,10.564,6.575,8.703
Ndhambi - South Africa,RSAMB0004,4,IDS,ids2,4,0.297,NA,NA,6.482,0.297,3.704
Ndhambi - South Africa,RSAMB0004,4,ADS,ads5,6,2.243,NA,NA,6.977,2.243,4.441
Ndhambi - South Africa,RSAMB0004,4,ADS,ads2,7,3.912,NA,NA,7.665,3.912,6.063
Ndhambi - South Africa,RSAMB0004,4,ADS,ads7,8,8.527,NA,NA,18.244,8.527,10.643
Ndhambi - South Africa,RSAMB0004,4,ADS,ads8,9,3.936,NA,NA,9.394,3.936,6.092
Ndhambi - South Africa,RSAMB0004,4,IDS,ids7,10,11.921,NA,NA,16.598,11.921,14.005
Ndhambi - South Africa,RSAMB0004,4,ADS,ads4,12,1.778,NA,NA,5.677,1.778,5.13
Ndhambi - South Africa,RSAMB0004,4,ADS,ads5,13,3.069,NA,NA,7.76,3.069,5.077
Ndhambi - South Africa,RSAMB0004,4,ADS,ads5,14,4.401,NA,NA,9.645,4.401,7.312
Ndhambi - South Africa,RSAMB0004,4,IDS,ids5,15,6.217,NA,NA,11.575,6.217,9.987
Ndhambi - South Africa,RSAMB0004,4,IDS,ids1,16,4.352,NA,NA,9.207,4.352,6.353
Ndhambi - South Africa,RSAMB0004,4,ADS,ads5,17,5.603,NA,NA,10.361,5.603,7.892
Ndhambi - South Africa,RSAMB0004,4,ADS,ads4,18,3.822,NA,NA,9.283,3.822,5.864
Ndhambi - South Africa,RSAMB001,1,IDS,ids7,1,8.923,NA,NA,18.174,8.923,18
Ndhambi - South Africa,RSAMB001,1,ADS,ads7,2,15.464,NA,NA,20.492,15.464,18.001
Ndhambi - South Africa,RSAMB001,1,ADS,ads7,5,6.708,NA,NA,13.534,6.708,10.433
Ndhambi - South Africa,RSAMB001,1,ADS,ads4,6,2.232,NA,NA,6.386,2.232,4.44
Ndhambi - South Africa,RSAMB001,1,IDS,ids1,7,5.049,NA,NA,7.978,5.049,7.441
Ndhambi - South Africa,RSAMB001,1,IDS,ids3,8,6.64,NA,NA,18.822,6.64,8.691
Ndhambi - South Africa,RSAMB001,1,ADS,ads3,9,4.603,NA,NA,15.904,4.603,6.936
Ndhambi - South Africa,RSAMB001,1,IDS,ids2,10,7.039,NA,NA,13.803,6.819,11.537
Ndhambi - South Africa,RSAMB001,1,IDS,ids1,11,2.647,NA,NA,7.782,2.647,4.749
Ndhambi - South Africa,RSAMB001,1,ADS,ads3,12,9.775,NA,NA,30.355,9.775,11.882
Ndhambi - South Africa,RSAMB001,1,IDS,ids2,13,1.809,NA,NA,9.036,1.809,3.897
Ndhambi - South Africa,RSAMB001,1,IDS,ids3,14,8.474,NA,NA,14.657,8.474,10.605
Ndhambi - South Africa,RSAMB001,1,IDS,ids4,15,6.604,NA,NA,13.119,6.604,8.654
Ndhambi - South Africa,RSAMB001,1,ADS,ads5,16,1.956,NA,NA,9.938,1.956,3.995
Ndhambi - South Africa,RSAMB001,1,ADS,ads8,17,6.282,NA,NA,12.185,6.282,8.366
Ndhambi - South Africa,RSAMB001,1,ADS,ads5,18,5.092,NA,NA,28.208,5.092,7.252
Ndhambi - South Africa,RSAMB001B,1,ADS,ads3,3,1.385,NA,NA,17.159,1.385,3.385
Ndhambi - South Africa,RSAMB001B,1,IDS,ids8,4,1.481,NA,NA,8.961,1.481,3.482
Ndhambi - South Africa,RSAMB001B,1,IDS,ids3,5,18,NA,NA,18.774,18,18.001
Ndhambi - South Africa,RSAMB001B,1,ADS,ads8,6,5.516,NA,NA,15.475,5.516,10.546
Ndhambi - South Africa,RSAMB001B,1,ADS,ads3,7,15.038,NA,NA,18.199,15.038,18.001
Ndhambi - South Africa,RSAMB002,2,IDS,ids1,1,1.491,NA,NA,16.8,1.491,9.428
Ndhambi - South Africa,RSAMB002,2,IDS,ids3,2,3.504,NA,NA,17.81,3.504,12.29
Ndhambi - South Africa,RSAMB002,2,ADS,ads2,3,0.742,NA,NA,8.572,0.742,2.742
Ndhambi - South Africa,RSAMB002,2,ADS,ads6,4,2.543,NA,NA,25.486,2.543,11.126
Ndhambi - South Africa,RSAMB002,2,IDS,ids1,6,4.913,NA,NA,10.243,4.913,9.04
Ndhambi - South Africa,RSAMB002,2,ADS,ads3,7,2.608,NA,NA,19.705,2.608,17.071
Ndhambi - South Africa,RSAMB002,2,ADS,ads6,8,1.373,NA,NA,7.204,1.373,3.693
Ndhambi - South Africa,RSAMB002,2,ADS,ads3,9,12.275,NA,NA,23.121,12.275,14.429
Ndhambi - South Africa,RSAMB002,2,ADS,ads4,10,3.678,NA,NA,9.368,3.678,5.817
Ndhambi - South Africa,RSAMB002,2,ADS,ads5,11,4.635,NA,NA,13.947,4.635,6.849
Ndhambi - South Africa,RSAMB002,2,ADS,ads1,12,14.392,NA,NA,22.109,14.392,16.618
Ndhambi - South Africa,RSAMB002,2,ADS,ads4,14,1.323,NA,NA,8.542,1.323,3.603
Ndhambi - South Africa,RSAMB002,2,IDS,ids4,15,12.545,NA,NA,21.029,12.545,14.909
Ndhambi - South Africa,RSAMB002,2,ADS,ads3,16,0.998,NA,NA,12.038,0.998,5.821
Ndhambi - South Africa,RSAMB002,2,ADS,ads8,17,1.996,NA,NA,16.675,1.996,4.17
Ndhambi - South Africa,RSAMB0,2,ADS,ads4,1,7.011,NA,NA,17.405,7.011,9.22
Ndhambi - South Africa,RSAMB0,2,ADS,ads3,2,6.519,NA,NA,9.538,6.519,8.519
Ndhambi - South Africa,RSAMB0,2,ADS,ads8,3,3.7,NA,NA,7.142,3.7,6.137
Ndhambi - South Africa,RSAMB0,2,ADS,ads8,4,7.724,NA,NA,10.523,7.724,9.899
Ndhambi - South Africa,RSAMB0,2,IDS,ids7,5,6.691,NA,NA,10.19,6.691,9.152
Ndhambi - South Africa,RSAMB0,2,ADS,ads6,6,7.229,NA,NA,10.726,7.229,9.327
Ndhambi - South Africa,RSAMB0,2,ADS,ads2,7,3.134,NA,NA,6.923,3.134,5.284
Ndhambi - South Africa,RSAMB0,2,ADS,ads6,8,9.482,NA,NA,14.244,9.482,12.774
Ndhambi - South Africa,RSAMB0,2,ADS,ads7,9,1.688,NA,NA,5.403,1.688,3.895
Ndhambi - South Africa,RSAMB0,2,ADS,ads5,10,7.501,NA,NA,11.802,7.501,9.659
Ndhambi - South Africa,RSAMB0,2,IDS,ids4,11,3.487,NA,NA,6.422,3.487,5.597
Ndhambi - South Africa,RSAMB0,2,IDS,ids3,12,3.781,NA,NA,6.562,3.781,5.933
Ndhambi - South Africa,RSAMB0,2,ADS,ads8,13,9.335,NA,NA,13.222,9.335,12.011
Ndhambi - South Africa,RSAMB0,2,IDS,ids6,15,5.948,NA,NA,9.271,5.948,8.097
Ndhambi - South Africa,RSAMB0,2,ADS,ads8,16,1.769,NA,NA,5.225,1.769,3.904
