trial_num,trial_type,looking_time_s,lab,subid,stimulus
9,IDS,6.225,Kizito - Uganda,IDS_046,IDS_1
10,IDS,6.563,Kizito - Uganda,IDS_046,IDS_2
11,IDS,6.349,Kizito - Uganda,IDS_046,IDS_3
12,IDS,12.683,Kizito - Uganda,IDS_046,IDS_4
13,IDS,13.348,Kizito - Uganda,IDS_046,IDS_5
14,IDS,3.353,Kizito - Uganda,IDS_046,IDS_6
-2,training,15.455,Kizito - Uganda,IDS_047,training
-1,training,13.051,Kizito - Uganda,IDS_047,training
1,ADS,14.999,Kizito - Uganda,IDS_047,ADS_1
2,ADS,10.844,Kizito - Uganda,IDS_047,ADS_2
3,ADS,7.548,Kizito - Uganda,IDS_047,ADS_3
4,ADS,15.504,Kizito - Uganda,IDS_047,ADS_4
5,ADS,11.621,Kizito - Uganda,IDS_047,ADS_5
6,ADS,4.16,Kizito - Uganda,IDS_047,ADS_6
7,ADS,4.344,Kizito - Uganda,IDS_047,ADS_7
8,ADS,4.393,Kizito - Uganda,IDS_047,ADS_8
9,IDS,4.019,Kizito - Uganda,IDS_047,IDS_1
10,IDS,3.67,Kizito - Uganda,IDS_047,IDS_2
11,IDS,7.593,Kizito - Uganda,IDS_047,IDS_3
12,IDS,2.246,Kizito - Uganda,IDS_047,IDS_4
-2,training,15.135,Kizito - Uganda,IDS_048,training
-1,training,15.994,Kizito - Uganda,IDS_048,training
1,ADS,18.001,Kizito - Uganda,IDS_048,ADS_1
2,ADS,7.849,Kizito - Uganda,IDS_048,ADS_2
3,ADS,11.109,Kizito - Uganda,IDS_048,ADS_3
4,ADS,2.268,Kizito - Uganda,IDS_048,ADS_4
5,ADS,17.533,Kizito - Uganda,IDS_048,ADS_5
6,ADS,17.836,Kizito - Uganda,IDS_048,ADS_6
7,ADS,2.781,Kizito - Uganda,IDS_048,ADS_7
8,ADS,5.533,Kizito - Uganda,IDS_048,ADS_8
9,IDS,14.145,Kizito - Uganda,IDS_048,IDS_1
10,IDS,2.988,Kizito - Uganda,IDS_048,IDS_2
11,IDS,14.575,Kizito - Uganda,IDS_048,IDS_3
12,IDS,6.401,Kizito - Uganda,IDS_048,IDS_4
13,IDS,7.043,Kizito - Uganda,IDS_048,IDS_5
14,IDS,0.262,Kizito - Uganda,IDS_048,IDS_6
-2,training,6.083,Kizito - Uganda,IDS_049,training
-1,training,6.145,Kizito - Uganda,IDS_049,training
1,ADS,7.214,Kizito - Uganda,IDS_049,ADS_1
2,ADS,2.715,Kizito - Uganda,IDS_049,ADS_2
3,ADS,7.136,Kizito - Uganda,IDS_049,ADS_3
4,ADS,2.042,Kizito - Uganda,IDS_049,ADS_4
5,ADS,16.14,Kizito - Uganda,IDS_049,ADS_5
6,ADS,6.891,Kizito - Uganda,IDS_049,ADS_6
7,ADS,8.768,Kizito - Uganda,IDS_049,ADS_7
8,ADS,1.745,Kizito - Uganda,IDS_049,ADS_8
9,IDS,1.567,Kizito - Uganda,IDS_049,IDS_1
10,IDS,7.068,Kizito - Uganda,IDS_049,IDS_2
-2,training,17.733,Kizito - Uganda,IDS_050,training
-1,training,17.885,Kizito - Uganda,IDS_050,training
1,ADS,3.051,Kizito - Uganda,IDS_050,ADS_1
2,ADS,17.114,Kizito - Uganda,IDS_050,ADS_2
3,ADS,8.635,Kizito - Uganda,IDS_050,ADS_3
4,ADS,9.897,Kizito - Uganda,IDS_050,ADS_4
5,ADS,14.297,Kizito - Uganda,IDS_050,ADS_5
6,ADS,1.999,Kizito - Uganda,IDS_050,ADS_6
7,ADS,14.067,Kizito - Uganda,IDS_050,ADS_7
8,ADS,14.083,Kizito - Uganda,IDS_050,ADS_8
9,IDS,6.355,Kizito - Uganda,IDS_050,IDS_1
10,IDS,5.31,Kizito - Uganda,IDS_050,IDS_2
11,IDS,7.591,Kizito - Uganda,IDS_050,IDS_3
12,IDS,5.477,Kizito - Uganda,IDS_050,IDS_4
13,IDS,9.383,Kizito - Uganda,IDS_050,IDS_5
14,IDS,2.227,Kizito - Uganda,IDS_050,IDS_6
